FID,GlobalID,Type,SubType,Name,Orig_Name,Source,Province,Prov_Code,District,Distr_Code,LAT,LONG,Data_year,x,y
6285,34LFJ812412_002,School,Basic School,Kalabo Basic School,kalabo b school,ZamStats,Western,110,Kalabo,110001,-14.9971780098,22.6860362596,2010,22.6860362595658,-14.9971780097573
6286,34LFJ812406_001,School Affiliated Infrastructure,Teachers Compound,Kalabo Teachers Compound,teachers comp,ZamStats,Western,110,Kalabo,110001,-15.0027898603,22.6856636003,2010,22.685663600295,-15.0027898602638
6287,34LFJ791415_002,School,Basic School,Nalionwa Basic School,nalionwa basic school,ZamStats,Western,110,Kalabo,110001,-14.9946110497,22.6661919299,2010,22.6661919299137,-14.9946110496602
6288,34LFJ789371_002,School,Basic School,Kalenga Basic School,kalenga basic,ZamStats,Western,110,Kalabo,110001,-15.0343615598,22.6644619104,2010,22.6644619103889,-15.0343615598381
6289,34LFJ821306_002,School,Basic School,Muyumbana Basic School,muyumbana basc,ZamStats,Western,110,Kalabo,110001,-15.0934638599,22.69460944,2010,22.6946094399737,-15.0934638598692
6290,34LFJ755308_001,School Affiliated Infrastructure,Teachers Compound,Sikundu Teachers Compound,sikundu teacher compound,ZamStats,Western,110,Kalabo,110001,-15.0916504399,22.6330856002,2010,22.6330856002203,-15.0916504399158
6291,34LFJ644426_001,School,Community School,Siyongo Community School,siyongo com sc,ZamStats,Western,110,Kalabo,110001,-14.9860372002,22.5298160198,2010,22.5298160197935,-14.9860372001566
6292,34LFJ570416_001,School,Basic School,Liumba Basic School,liumba basic,ZamStats,Western,110,Kalabo,110001,-14.9952738104,22.4610205498,2010,22.4610205497586,-14.9952738104379
6293,35LRF221357_001,School,School,Chisangwa School,chisangwa sch,ZamStats,Central,101,Serenje,101011,-13.2283290002,29.9719770004,2010,29.9719770004382,-13.2283290001832
6294,35LRF197308_002,School,Basic School,Fitebo Basic School,fitebo basic,ZamStats,Central,101,Serenje,101011,-13.2727760003,29.9505960001,2010,29.9505960001053,-13.2727760003121
6295,36LSL817393_001,School,Basic School,Chibobo Basic School,chibobo basic,ZamStats,Central,101,Serenje,101011,-13.19562,30.0642989996,2010,30.0642989995992,-13.195619999963
6296,36LSL873467_001,School,Basic School,Chimfunde Basic School,chimfunde b sc,ZamStats,Central,101,Serenje,101011,-13.1294619996,30.1163200001,2010,30.116320000068,-13.1294619995716
6297,35LRF152374_001,School,School,Chisebwa School,chisebwa sch,ZamStats,Central,101,Serenje,101011,-13.2129860004,29.9089050003,2010,29.9089050002656,-13.2129860004035
6298,36LSL906355_001,School,Basic School,Lumpampa Basic School,lumpampa b sch,ZamStats,Central,101,Serenje,101011,-13.230685,30.1460329997,2010,30.1460329997232,-13.2306850000127
6299,35LRF153306_001,School,School,Mimbulu School,mimbulu school,ZamStats,Central,101,Serenje,101011,-13.2750079998,29.9098649996,2010,29.9098649995701,-13.2750079998193
6300,35LRF171193_001,School,Basic School,Mulilima Basic School,mulilima b sch,ZamStats,Central,101,Serenje,101011,-13.3762159996,29.9276529997,2010,29.9276529996862,-13.3762159995687
6301,35LRF130469_001,School,School,Nyamanda School,nyamanda sch,ZamStats,Central,101,Serenje,101011,-13.128067,29.8876090003,2010,29.8876090002552,-13.128066999992
6302,36LTL040194_001,School,Basic School,Kashitu Basic School,kashitu basic,ZamStats,Central,101,Serenje,101011,-13.3776079999,30.26771,2010,30.2677100000166,-13.3776079999092
6303,36LSL956207_001,School,Community School,Makabi Community School,makabi com sch,ZamStats,Central,101,Serenje,101011,-13.36505,30.1901350001,2010,30.1901350001302,-13.3650499999575
6304,36LSL873243_001,School,School,Makopa School,makopa school,ZamStats,Central,101,Serenje,101011,-13.3314730002,30.1137890003,2010,30.1137890002622,-13.3314730001788
6305,36LSL857309_001,School,School,Chimupati School,chimupati sch,ZamStats,Central,101,Serenje,101011,-13.2717539999,30.0998699996,2010,30.0998699996009,-13.2717539999471
6306,36LSL996361_001,School,Basic School,Kamwala Basic School,kamwala basic,ZamStats,Central,101,Serenje,101011,-13.2265600004,30.228317,2010,30.2283170000296,-13.2265600004436
6307,36LSL988283_001,School,Basic School,Mbaswa Basic School,mbaswa basic,ZamStats,Central,101,Serenje,101011,-13.2970399996,30.2206160001,2010,30.2206160001284,-13.2970399995963
6308,36LTL141047_001,School,Basic School,Kaseba Basic School,kaseba basic,ZamStats,Central,101,Serenje,101011,-13.5116389997,30.3593389996,2010,30.3593389995952,-13.51163899974
6309,36LTL043080_001,School,Community School,Nambo Community School,nambo com sch,ZamStats,Central,101,Serenje,101011,-13.4809000004,30.2696460003,2010,30.2696460002628,-13.4809000004346
6310,36LTL049004_001,School Affiliated Infrastructure,Teachers Compound,Kunda lumwanshya Teachers Compound,teachers compd,ZamStats,Central,101,Serenje,101011,-13.5494529998,30.2743569999,2010,30.2743569998757,-13.5494529997561
6311,36LTL142046_001,School Affiliated Infrastructure,Teachers Compound,Kaseba Teachers Compound,teachers house,ZamStats,Central,101,Serenje,101011,-13.5121350001,30.3597949999,2010,30.3597949999394,-13.5121350001301
6312,36LSL765263_001,School,Basic School,Chikubula Basic School,chikubula b sc,ZamStats,Central,101,Serenje,101011,-13.312241,30.0150759996,2010,30.0150759995578,-13.3122410000221
6313,35LRF096147_001,School,School,Kamalamba School,kamalamba sch,ZamStats,Central,101,Serenje,101011,-13.4191999997,29.8588889996,2010,29.8588889996277,-13.4191999996802
6314,36LSL810016_001,School,School,Kofi kunda School,kofi kunda sch,ZamStats,Central,101,Serenje,101011,-13.536588,30.0539119999,2010,30.0539119999389,-13.5365880000361
6315,35LRF086230_001,School,Community School,Mbemba Community School,mbemba com sch,ZamStats,Central,101,Serenje,101011,-13.3439920001,29.8487109997,2010,29.8487109997129,-13.3439920001306
6316,36LSL828229_001,School,School,Misenga School,misenga school,ZamStats,Central,101,Serenje,101011,-13.3435880004,30.0727980003,2010,30.0727980003275,-13.3435880003859
6317,35LRF046086_001,School,Basic School,Ndabala Basic School,ndabala b sch,ZamStats,Central,101,Serenje,101011,-13.4746940002,29.8134990001,2010,29.8134990000788,-13.4746940002279
6318,36LSL853103_001,School,School,Saninga School,saninga school,ZamStats,Central,101,Serenje,101011,-13.4581669998,30.0945519999,2010,30.094551999875,-13.4581669998071
6319,36LTL700435_001,School,School,Serenje School,c serenje sch,ZamStats,Central,101,Chitambo,101003,-13.1662750002,30.87848,2010,30.8784799999521,-13.166275000191
6320,36LTL726373_001,School,Community School,Chipala Community School,chipala comsch,ZamStats,Central,101,Chitambo,101003,-13.2221989999,30.9022220003,2010,30.9022220003451,-13.2221989998839
6321,36LTL735669_001,School,Community School,Kabinqa Community School,kabinqa c sch,ZamStats,Central,101,Chitambo,101003,-12.9547689997,30.9129719997,2010,30.9129719996581,-12.9547689996895
6322,36LTL738558_002,School,School,Mailo School,mailo school,ZamStats,Central,101,Chitambo,101003,-13.0552399996,30.9141789996,2010,30.9141789995612,-13.0552399996262
6323,36LSM991262_001,School,School,Misumba School,misumba school,ZamStats,Central,101,Chitambo,101003,-12.4126839998,30.2329329998,2010,30.2329329997582,-12.4126839997667
6324,36LTL673555_001,School,Community School,Ngala Community School,ngala comm sch,ZamStats,Central,101,Chitambo,101003,-13.0575140002,30.8543210001,2010,30.8543210001141,-13.0575140001709
6325,36LTL490638_001,School,School,Nsomaulwa School,nsomaulwa sch,ZamStats,Central,101,Chitambo,101003,-12.9804030001,30.6866579998,2010,30.6866579997669,-12.9804030000983
6326,36LTL582559_001,School Affiliated Infrastructure,Teachers Compound,Kalela Teachers Compound,teachers comp,ZamStats,Central,101,Chitambo,101003,-13.0525410002,30.7710249999,2010,30.7710249999039,-13.052541000167
6327,36LTL611559_001,School Affiliated Infrastructure,Teachers Compound,Teachers Compound,teachers comp,ZamStats,Central,101,Chitambo,101003,-13.0528200004,30.7974990004,2010,30.7974990003786,-13.0528200004426
6328,36LTL741485_001,School,Community School,Bwingo Community School,bwingo com sch,ZamStats,Central,101,Chitambo,101003,-13.1212670003,30.9165609997,2010,30.9165609996904,-13.1212670002718
6329,36LTL791409_001,School,Community School,Muchinga Community School,muchinga c sch,ZamStats,Central,101,Chitambo,101003,-13.1902739998,30.9622440002,2010,30.9622440001605,-13.1902739998451
6330,36LTL627470_001,School,School,Muzamani School,muzamani sch,ZamStats,Central,101,Chitambo,101003,-13.1339519998,30.8119100003,2010,30.8119100003463,-13.1339519997849
6331,36LTL219314_001,School,Community School,Chinshimba Community School,chinshimba com,ZamStats,Central,101,Serenje,101011,-13.2714549996,30.4340299996,2010,30.4340299995849,-13.2714549996485
6332,36LTL174109_001,School,School,Kamena School,kamena school,ZamStats,Central,101,Serenje,101011,-13.4557869998,30.3903180001,2010,30.3903180000757,-13.4557869997702
6333,36LTL579200_001,School,School,Kaombe School,kaombe school,ZamStats,Central,101,Chitambo,101003,-13.377727,30.7654599996,2010,30.7654599995794,-13.377727000001
6334,36LTL437394_001,School,Community School,Bwanga Community School,bwanga com sch,ZamStats,Central,101,Chitambo,101003,-13.2009280001,30.6360729999,2010,30.6360729998691,-13.2009280001271
6335,36LTL135763_001,School,Community School,Chioma Community School,chioma com sch,ZamStats,Central,101,Chitambo,101003,-12.8648129999,30.3610779997,2010,30.36107799975,-12.86481299992
6336,36LTL236622_001,School,High School,Mukado High School,mukado high sh,ZamStats,Central,101,Chitambo,101003,-12.9933360003,30.4522020003,2010,30.4522020003221,-12.9933360002561
6337,36LTL428532_001,School,Basic School,Kanona Basic School,kanona bsch,ZamStats,Central,101,Chitambo,101003,-13.0756979997,30.6281250003,2010,30.6281250002686,-13.0756979996629
6338,36LSK911956_001,School,Basic School,Chibale Basic School,chibale b sch,ZamStats,Central,101,Serenje,101011,-13.5910220003,30.1458100002,2010,30.1458100002314,-13.5910220002651
6339,36LSK798885_001,School,Basic School,Fikondo Basic School,fikondo basic,ZamStats,Central,101,Serenje,101011,-13.6540569996,30.041393,2010,30.041392999987,-13.6540569996308
6340,36LTL138416_001,School,Basic School,Kabamba Basic School,kabamba bsc sc,ZamStats,Central,101,Serenje,101011,-13.1780380004,30.3605250003,2010,30.3605250003286,-13.1780380003534
6341,36LTL140351_001,School,Community School,Mazembe Community School,mazembe com sc,ZamStats,Central,101,Serenje,101011,-13.236828,30.3613800002,2010,30.3613800001869,-13.2368280000122
6342,36LTL197529_001,School,Basic School,Nakasala Basic School,nakasala basic,ZamStats,Central,101,Serenje,101011,-13.0771589996,30.4154990003,2010,30.4154990002787,-13.0771589995881
6343,36LTL124285_001,School,Basic School,Teta Basic School,teta bsc sch,ZamStats,Central,101,Serenje,101011,-13.2967400002,30.3462949997,2010,30.3462949997145,-13.2967400001509
6344,36LSK987911_001,School,School,Chibwenkufu School,chibwenkufu sc,ZamStats,Central,101,Serenje,101011,-13.6330060001,30.2156030001,2010,30.2156030000784,-13.6330060001268
6345,36LSK972960_001,School,School,Kasamba School,kasamba cpm sc,ZamStats,Central,101,Serenje,101011,-13.5881639998,30.2021229999,2010,30.2021229998766,-13.5881639997687
6346,36LSK899870_001,School,School,Mangalashi School,mangalashi sch,ZamStats,Central,101,Serenje,101011,-13.6685440004,30.1339150003,2010,30.1339150002771,-13.6685440004052
6347,36LSK934790_001,School,School,Mukopa School,mukopa school,ZamStats,Central,101,Serenje,101011,-13.7417969997,30.1658560002,2010,30.1658560001543,-13.7417969997317
6348,35LRF189017_001,School,Basic School,Mpande Basic School,mpande b sch,ZamStats,Central,101,Serenje,101011,-13.5350700002,29.9466630004,2010,29.9466630003972,-13.5350700001803
6349,35LRF244075_001,School,School,Nchimishi School,nchimishi sch,ZamStats,Central,101,Serenje,101011,-13.4820899996,29.9963280001,2010,29.9963280001372,-13.4820899995538
6350,35LRE208881_001,School,Community School,Ngoli Community School,ngoli com sch,ZamStats,Central,101,Serenje,101011,-13.6580959997,29.965531,2010,29.9655309999557,-13.6580959997306
6351,36LTL331584_001,School,Community School,Chotwe Community School,chotwe com sch,ZamStats,Central,101,Chitambo,101003,-13.0283200002,30.5392429997,2010,30.5392429996647,-13.0283200001678
6352,36LTL079746_001,School,School,Lubembe School,lubembe school,ZamStats,Central,101,Chitambo,101003,-12.8797289998,30.3094359997,2010,30.3094359996717,-12.8797289997935
6353,36LTL235614_001,School,School,Mukado School,mukando school,ZamStats,Central,101,Chitambo,101003,-13.0002570002,30.4510310003,2010,30.4510310002805,-13.0002570001604
6354,36LTL172772_001,School,School,Mwimbula School,mwimbula sch,ZamStats,Central,101,Chitambo,101003,-12.8573209998,30.3948929997,2010,30.3948929997122,-12.8573209997643
6355,36LTL097834_001,School,School,Yoram School,yoram school,ZamStats,Central,101,Chitambo,101003,-12.8004739998,30.3263669998,2010,30.3263669998372,-12.8004739997752
6356,36LTL221869_002,School,School,Kobola School,kobola school,ZamStats,Central,101,Chitambo,101003,-12.769413,30.4405010003,2010,30.440501000321,-12.7694130000099
6357,36LTL161957_001,School,Basic School,Lusenga Basic School,lusenga basic,ZamStats,Central,101,Chitambo,101003,-12.6893060003,30.3867769996,2010,30.3867769995589,-12.6893060002716
6358,36LTL461956_001,School,Community School,Malama Community School,malama com sch,ZamStats,Central,101,Chitambo,101003,-12.6932860003,30.6624870003,2010,30.6624870002749,-12.6932860003486
6359,36LTL553853_002,School,School,Nakatambo School,nakatambo sch,ZamStats,Central,101,Chitambo,101003,-12.7870969998,30.746728,2010,30.7467279999972,-12.7870969998266
6360,36LTL563765_001,School,Basic School,Chipaata Basic School,chipaata basic,ZamStats,Central,101,Chitambo,101003,-12.8670529998,30.7544829997,2010,30.7544829996907,-12.867052999796
6361,36LSM917326_001,School,Basic School,Mpelembe Basic School,mpelembe basic,ZamStats,Central,101,Chitambo,101003,-12.3539039997,30.1658289998,2010,30.1658289998085,-12.3539039996698
6362,36LTM121191_001,School,School,Chalilo School,chalilo school,ZamStats,Central,101,Chitambo,101003,-12.4779880003,30.3519669996,2010,30.3519669995774,-12.4779880003459
6363,36LTL654667_001,School,School,Chibuye School,chibuye s sch,ZamStats,Central,101,Chitambo,101003,-12.9560140004,30.8382069999,2010,30.8382069998532,-12.9560140004457
6364,36LTM115288_001,School,School,School,comm school,ZamStats,Central,101,Chitambo,101003,-12.390438,30.3472679996,2010,30.3472679996186,-12.3904380000137
6365,36LTM070210_001,School,Community School,Luwe Community School,luwe com sch,ZamStats,Central,101,Chitambo,101003,-12.4600480004,30.3050260004,2010,30.3050260004496,-12.4600480004148
6366,36LTL589632_001,School,School,Nansala School,nansala sch,ZamStats,Central,101,Chitambo,101003,-12.9874310004,30.7781969997,2010,30.7781969996918,-12.9874310004403
6367,36LTL534688_001,School,School,Sote School,sote school,ZamStats,Central,101,Chitambo,101003,-12.9360329999,30.7275349998,2010,30.7275349998404,-12.936032999923
6368,36LTL455705_002,School,Basic School,Mabonde Basic School,mabonde basic,ZamStats,Central,101,Chitambo,101003,-12.9196390002,30.6548689997,2010,30.6548689997046,-12.9196390002396
6369,36LTL169947_001,School,Community School,Mulaushi Community School,mulaushi c sch,ZamStats,Central,101,Chitambo,101003,-12.6988689997,30.3940559998,2010,30.3940559997846,-12.6988689997045
6370,36LTL357696_001,School,Basic School,Fisonga Basic School,fisonga basic,ZamStats,Central,101,Chitambo,101003,-12.926829,30.5647480004,2010,30.5647480004199,-12.9268289999583
6371,36LTM170053_001,School,Basic School,Kafinda Basic School,kafinda basic,ZamStats,Central,101,Chitambo,101003,-12.6029569996,30.3953389996,2010,30.3953389995952,-12.6029569995658
6372,36LTL355762_001,School,School,Kakumbi School,kakumbi sch,ZamStats,Central,101,Chitambo,101003,-12.8677430001,30.5634069997,2010,30.5634069997333,-12.8677430001393
6373,36LTL423659_001,School,School,Kasanshya School,kasanshya  sch,ZamStats,Central,101,Chitambo,101003,-12.9612200004,30.6254960004,2010,30.6254960004401,-12.9612200004026
6374,35LPE581023_003,College,College,Nkhruma College,nkhruma teachers college,MoGE,Central,101,Kabwe,101005,-14.4465620004,28.4667859997,Prior to 2015,28.4667859996742,-14.4465620004359
6375,35LMG355508_001,College,College,Solwezi College,solwezi tt college urban,MoGE,Northwestern,108,Solwezi,108008,-12.2036950002,26.4077960002,Prior to 2015,26.4077960001853,-12.2036950002241
6376,35LND789432_001,School,Secondary School,Chinyongola Secondary School,chinyongola secondary,MoGE,Central,101,Chibombo,101001,-14.9843999997,27.7340099996,Prior to 2015,27.7340099995619,-14.9843999996602
6377,35LND626820_001,School,Primary School,Chiyuni Primary School,chiyuni primary,MoGE,Central,101,Chibombo,101001,-14.6344999996,27.5817099999,Prior to 2015,27.5817099999166,-14.6344999995753
6378,35LPD394183_001,School,Primary School,Chombela Primary School,chombela primary,MoGE,Central,101,Chibombo,101001,-15.2071899998,28.2984499998,Prior to 2015,28.2984499997677,-15.2071899998186
6379,35LND783586_001,School,Secondary School,Kafushi Secondary School,kafushi secondary school,MoGE,Central,101,Chibombo,101001,-14.845764703,27.7283964376,Prior to 2015,27.7283964376455,-14.8457647029786
6380,35LND438479_001,School,Primary School,Kantupu Primary School,kantupu primary,MoGE,Central,101,Mumbwa,101009,-14.9429500001,27.4075700004,Prior to 2015,27.4075700003553,-14.9429500001423
6381,35LPD104116_003,School,Primary School,Malichashi Primary School,malichashi primary school,MoGE,Central,101,Chibombo,101001,-15.2689847028,28.0284564371,Prior to 2015,28.0284564371149,-15.2689847027818
6382,35LND969523_001,School,Primary School,Mashikili Primary School,mashikili primary school,MoGE,Central,101,Chibombo,101001,-14.9016199999,27.9009899999,Prior to 2015,27.9009899998886,-14.901619999863
6383,35LND890409_002,School,Primary School,Muntemba Primary School,muntemba primary school,MoGE,Central,101,Chibombo,101001,-15.0052747024,27.8279064373,Prior to 2015,27.8279064373323,-15.0052747023656
6384,35LND506891_001,School,Primary School,Muundu Primary School,muundu primary school,MoGE,Central,101,Chibombo,101001,-14.5703999997,27.4705800004,Prior to 2015,27.4705800003668,-14.5703999996602
6385,35LPD229412_003,School,Primary School,Mwayasunka Primary School,mwayasunka primary school,MoGE,Central,101,Chibombo,101001,-15.0012047026,28.1437564374,Prior to 2015,28.1437564374097,-15.0012047026349
6386,35LPD140548_001,School,Primary School,Shalubala Primary School,shalubala primary school,MoGE,Central,101,Chisamba,101002,-14.8782100004,28.0600999997,Prior to 2015,28.0600999997152,-14.8782100003912
6387,35LND988647_001,School,Primary School,Shimukuni Primary School,shimukuni primary school,MoGE,Central,101,Chibombo,101001,-14.7893499999,27.9181200002,Prior to 2015,27.9181200002379,-14.7893499999025
6388,35LPE758108_004,School,Primary School,Brunelli Primary School,brunelli primary school,MoGE,Central,101,Kabwe,101005,-14.3686747029,28.6308064373,Prior to 2015,28.6308064372673,-14.3686747028752
6389,35LPD218688_001,School,Primary School,Chankumba Primary School,chankumba primary,MoGE,Central,101,Chisamba,101002,-14.7519399996,28.1316200001,Prior to 2015,28.131620000063,-14.7519399996312
6390,35LPD691480_003,School,Secondary School,Chipembi Secondary School,chipembi girls secondary,MoGE,Central,101,Chisamba,101002,-14.9373347025,28.5724164372,Prior to 2015,28.5724164371689,-14.9373347025344
6391,35LPE728025_003,School,Primary School,Chowa Primary School,chowa primary school,MoGE,Central,101,Chisamba,101002,-14.4441947024,28.6034464373,Prior to 2015,28.6034464373033,-14.4441947024235
6392,35LPD453734_001,School,Primary School,Kalwelwe Primary School,kalwelwe primary,MoGE,Central,101,Chisamba,101002,-14.7090447024,28.3499764379,Prior to 2015,28.3499764378624,-14.7090447023511
6393,35LPD144659_001,School,Basic School,Liteta Basic School,liteta upper basic,MoGE,Central,101,Chisamba,101002,-14.7783299998,28.0631900001,Prior to 2015,28.0631900001185,-14.7783299998296
6394,35LPD316392_001,School,Primary School,Mupamapamo Primary School,mupamapamo primary,MoGE,Central,101,Chisamba,101002,-15.0189399998,28.2250099999,Prior to 2015,28.2250099999116,-15.0189399997811
6395,35LPD319917_001,School,Primary School,Muswishi Primary School,muswishi agro primary,MoGE,Central,101,Kapiri Mposhi,101006,-14.5443000002,28.2250099999,Prior to 2015,28.2250099999116,-14.5443000002448
6396,35LPD337547_001,School,Basic School,Nkongolo Basic School,nkongolo upper basic,MoGE,Central,101,Chisamba,101002,-14.8781647024,28.2431564374,Prior to 2015,28.2431564374197,-14.878164702439
6397,36LTL438712_001,School,Primary School,Chitambo Primary School,chitambo  primary school,MoGE,Central,101,Chitambo,101003,-12.9131800001,30.6397300003,Prior to 2015,30.6397300003393,-12.9131800000569
6398,36LTL358699_001,School,Primary School,Fisonge Primary School,fisonge primary school,MoGE,Central,101,Chitambo,101003,-12.9248500004,30.5650800004,Prior to 2015,30.5650800004417,-12.9248500004271
6399,36LTL358910_001,School,Primary School,Kasuko Primary School,kasuko primary school,MoGE,Central,101,Chitambo,101003,-12.7339299996,30.5672299998,Prior to 2015,30.5672299997647,-12.7339299995698
6400,36LTL383805_001,School,Primary School,Katikulula Primary School,katikulula primary school,MoGE,Central,101,Chitambo,101003,-12.8287400002,30.5896900004,Prior to 2015,30.5896900003933,-12.8287400001508
6401,36LTL456707_001,School,Secondary School,Mabonde Secondary School,mabonde secondary school,MoGE,Central,101,Chitambo,101003,-12.91782,30.6556600002,Prior to 2015,30.6556600002089,-12.917819999993
6402,36LSM846328_001,School,Primary School,Miseshi Primary School,miseshi primary school,MoGE,Central,101,Chitambo,101003,-12.3520347021,30.1002764374,Prior to 2015,30.1002764374077,-12.3520347021397
6403,36LTL225685_001,School,Primary School,Muchinka Primary School,muchinka primary school,MoGE,Central,101,Chitambo,101003,-12.9363399997,30.4426600001,Prior to 2015,30.442660000059,-12.9363399996912
6404,36LTL493746_001,School,Primary School,Shadreck mailo Primary School,shadreck mailo primary school,MoGE,Central,101,Chitambo,101003,-12.8831100001,30.6903900001,Prior to 2015,30.6903900000985,-12.8831100001264
6405,35LMC564720_001,School,Primary School,Banamwaze Primary School,banamwaze primary,MoGE,Central,101,Itezhi-Tezhi,101004,-15.6292747027,26.5941164373,Prior to 2015,26.5941164373237,-15.6292747026653
6406,35LMC333654_001,School,Primary School,Lubanda Primary School,lubanda  primary,MoGE,Central,101,Itezhi-Tezhi,101004,-15.6884400002,26.3781999996,Prior to 2015,26.3781999996303,-15.6884400002058
6407,35KMC432070_002,School,Basic School,Muunga Basic School,muunga basic,MoGE,Southern,109,Namwala,109009,-16.2168600004,26.4693,Prior to 2015,26.469299999995,-16.2168600003886
6408,35KMC154062_001,School,Primary School,Shambala Primary School,shambala primary school,MoGE,Central,101,Itezhi-Tezhi,101004,-16.2228247026,26.2088264375,Prior to 2015,26.2088264374901,-16.2228247025979
6409,35LMC212603_001,School,School,Shimbuwamboombo School,shimbuwamboombo,MoGE,Central,101,Itezhi-Tezhi,101004,-15.7341547027,26.2650864374,Prior to 2015,26.2650864373892,-15.7341547026774
6410,35LPE558072_001,School,Primary School,Angelina tembo Primary School,angelina tembo primary,MoGE,Central,101,Kabwe,101005,-14.4028399996,28.4452199998,Prior to 2015,28.4452199998032,-14.4028399995663
6411,35LPE552064_001,School,Primary School,Ben kapufi Primary School,ben kapufi primary school,MoGE,Central,101,Kabwe,101005,-14.41026,28.4401699998,Prior to 2015,28.4401699998457,-14.410259999999
6412,35LPE551086_003,School,High School,Bwacha High School,bwacha high school,MoGE,Central,101,Kabwe,101005,-14.3901347024,28.4386864377,Prior to 2015,28.438686437729,-14.3901347023546
6413,35LPE584070_001,School,Basic School,Chindwin Basic School,chindwin a basic,MoGE,Central,101,Kabwe,101005,-14.4040247026,28.4699264377,Prior to 2015,28.469926437655,-14.4040247025779
6414,35LPE600077_001,School,High School,Chindwin High School,chindwin high school,MoGE,Central,101,Kabwe,101005,-14.3979800003,28.4843999999,Prior to 2015,28.4843999998602,-14.3979800002767
6415,35LPE554069_001,School,Secondary School,Danford chirwa Secondary School,danford chirwa secondary school,MoGE,Central,101,Kabwe,101005,-14.4051799996,28.44187,Prior to 2015,28.4418700000006,-14.4051799995573
6416,35LPE524018_001,School,Primary School,David ramushu Primary School,david ramushu primary school,MoGE,Central,101,Kabwe,101005,-14.4521200004,28.4139199998,Prior to 2015,28.4139199998082,-14.4521200004376
6417,35LPE552026_001,School,Primary School,Freedom Primary School,freedom private  school,MoGE,Central,101,Kabwe,101005,-14.4441747024,28.4399164378,Prior to 2015,28.4399164377934,-14.4441747024006
6418,35LPE581022_003,School,High School,Highridge High School,highridge high,MoGE,Central,101,Kabwe,101005,-14.4473047028,28.4668164372,Prior to 2015,28.4668164372288,-14.4473047028497
6419,35LPE543038_001,School,Primary School,Jasmine street Primary School,jasmine street primary school,MoGE,Central,101,Kabwe,101005,-14.4331847028,28.4323064376,Prior to 2015,28.432306437592,-14.4331847028117
6420,35LPE545042_003,School,Primary School,Kabwe Primary School,kabwe  primary school,MoGE,Central,101,Kabwe,101005,-14.4296947028,28.4338664376,Prior to 2015,28.4338664375861,-14.4296947028482
6421,35LPE579023_001,School,High School,Kabwe High School,kabwe high school,MoGE,Central,101,Kabwe,101005,-14.4464447028,28.4651264375,Prior to 2015,28.4651264375351,-14.4464447027608
6422,35LPE577037_003,School,High School,Kalonga High School,kalonga high school,MoGE,Central,101,Kabwe,101005,-14.4340947025,28.4633564377,Prior to 2015,28.4633564377494,-14.4340947025084
6423,35LPE605038_001,School,Primary School,Mpima Primary School,mpima prison  primary school,MoGE,Central,101,Kabwe,101005,-14.4329899996,28.4895600004,Prior to 2015,28.4895600003937,-14.4329899995888
6424,35LPE517053_001,School,School,Mtshede School,mtshede,MoGE,Central,101,Kabwe,101005,-14.4201999997,28.4078899996,Prior to 2015,28.4078899996238,-14.4201999997301
6425,35LPE502086_001,School,Primary School,Mukobeko Primary School,mukobeko primary school,MoGE,Central,101,Kabwe,101005,-14.3903647022,28.3939064375,Prior to 2015,28.3939064375321,-14.3903647021692
6426,35LPE565033_001,School,Primary School,Neemtree Primary School,neemtree primary school,MoGE,Central,101,Kabwe,101005,-14.4381100001,28.4527499999,Prior to 2015,28.4527499999126,-14.4381100000764
6427,35LPE702111_003,School,Basic School,Mpima Basic School,new mpima m basic,MoGE,Central,101,Kabwe,101005,-14.3664947022,28.5789164374,Prior to 2015,28.5789164374437,-14.3664947021687
6428,35LPE546059_001,School,Primary School,Nkwashi Primary School,nkwashi primary school,MoGE,Central,101,Kabwe,101005,-14.4140900004,28.4342700003,Prior to 2015,28.4342700002604,-14.4140900003532
6429,35LPE559076_003,School,High School,Raphael kombe High School,raphael kombe g h sc,MoGE,Central,101,Kabwe,101005,-14.3993647026,28.4465664378,Prior to 2015,28.4465664377909,-14.3993647026189
6430,35LPE572052_003,School,Primary School,Sacred heart convert Primary School,sacred heart convert primary sch,MoGE,Central,101,Kabwe,101005,-14.4206947024,28.4587364378,Prior to 2015,28.4587364378364,-14.4206947023986
6431,35LPE540036_003,School,School,Special educa School,special educa hospital school,MoGE,Central,101,Kabwe,101005,-14.4356247029,28.4291864376,Prior to 2015,28.4291864376041,-14.4356247029177
6432,35LPE571031_001,School,Primary School,St. columbia's Primary School,st. columbia's private sch,MoGE,Central,101,Kabwe,101005,-14.4394947024,28.4574964373,Prior to 2015,28.4574964373108,-14.4394947024185
6433,35LPE543026_001,School,School,Stephen luwisha School,stephen luwisha,MoGE,Central,101,Kabwe,101005,-14.4446347029,28.4321864375,Prior to 2015,28.4321864374542,-14.4446347029291
6434,35LPE826547_001,School,High School,Chika High School,chika high school,MoGE,Central,101,Kapiri Mposhi,101006,-13.9721647027,28.6905764372,Prior to 2015,28.6905764371529,-13.9721647027388
6435,35LPE863524_001,School,School,Chisengamanga School,chisengamanga,MoGE,Central,101,Kapiri Mposhi,101006,-13.9921947028,28.7251364373,Prior to 2015,28.7251364372968,-13.9921947028232
6436,35LPE994619_001,School,School,George ndashe School,george ndashe,MoGE,Central,101,Kapiri Mposhi,101006,-13.9057600003,28.8455800003,Prior to 2015,28.8455800003168,-13.9057600003237
